Temparature,Humidity,Moisture,Soil Type,Crop Type
32.55,48.07,47.11,Clayey,Millets
32.87,61.85,40.26,Black,Sugarcane
26.11,61.27,51.36,Black,Barley
31.87,60.06,34.29,Black,Barley
32.58,48.15,44.44,Loamy,Paddy
29.57,61.98,37.31,Clayey,Sugarcane
27.54,61.78,69.59,Black,Oil seeds
35.8,70.42,24.42,Sandy,Cotton
30.64,43.47,43.45,Clayey,Ground Nuts
33.81,60.32,39.79,Loamy,Millets
32.19,56.71,42.67,Clayey,Barley
24.9,56.17,38.53,Loamy,Pulses
30.68,53.52,44.75,Red,Cotton
27.75,51.19,44.54,Red,Ground Nuts
32.06,56.81,35.82,Black,Sugarcane
32.21,61.12,67.23,Clayey,Paddy
33.28,65.51,47.53,Clayey,Tobacco
26.89,53.69,24.47,Loamy,Cotton
31.99,66.28,51.34,Red,Maize
40,75.62,45.82,Black,Cotton
39.55,77.65,32.25,Sandy,Paddy
31.1,54.3,49.85,Sandy,Millets
30.71,50.67,62.58,Black,Oil seeds
36.09,74.92,37.36,Red,Maize
32.41,73.63,40.09,Loamy,Sugarcane
20.41,47.39,70,Loamy,Paddy
39.16,63.48,44.6,Black,Millets
29.43,48.63,56.66,Red,Wheat
25.23,48.9,32.37,Clayey,Paddy
27.82,57.4,31.09,Red,Oil seeds
26.28,53.62,61.96,Loamy,Paddy
29.07,44.79,38.69,Black,Paddy
29.07,56.85,52.96,Clayey,Oil seeds
27.78,53.53,62.54,Black,Wheat
31.27,64.6,62.52,Loamy,Pulses
23.13,50.43,38.07,Clayey,Paddy
30.36,62.15,33.85,Sandy,Pulses
27.51,66.12,33.06,Clayey,Ground Nuts
36.98,65.69,42.05,Loamy,Oil seeds
24.77,53.31,26.82,Sandy,Maize
29.73,65.86,46.73,Clayey,Ground Nuts
28.3,50.98,67.77,Black,Wheat
35.46,67.95,51.35,Loamy,Paddy
38.51,72.13,44.07,Sandy,Millets
26.83,56.77,54.59,Loamy,Pulses
34.03,53.39,46.23,Black,Ground Nuts
34.11,57.79,43.23,Red,Sugarcane
23.16,58.93,47.74,Loamy,Millets
22.4,57.86,63.99,Loamy,Pulses
25.11,62.03,42.44,Red,Tobacco
30.54,67.81,51.69,Clayey,Maize
40,77.33,57.68,Sandy,Pulses
29.77,67.26,46.16,Sandy,Ground Nuts
28.57,63.78,31.25,Black,Paddy
40,78.33,45.34,Black,Maize
28.38,52.69,45.92,Sandy,Ground Nuts
25.14,49.84,20,Black,Maize
32.76,59.14,55.84,Clayey,Oil seeds
28.16,54.87,44.86,Clayey,Ground Nuts
32.63,54.58,41.18,Clayey,Paddy
28.25,53.46,37.81,Sandy,Oil seeds
27.1,58.81,28.94,Sandy,Maize
31.7,56.91,48.75,Black,Maize
33.32,59.59,41.45,Red,Wheat
29.16,54.43,24.67,Red,Oil seeds
33.63,64.13,34.63,Sandy,Cotton
33.46,62.58,24.01,Clayey,Oil seeds
29.49,61.99,38.54,Clayey,Barley
37.73,78.44,43.81,Loamy,Maize
32.28,57.19,36.23,Red,Wheat
32.34,69.02,43.22,Red,Barley
30.69,61.53,44.72,Sandy,Barley
28.05,59.27,27.07,Red,Tobacco
36.17,61.99,40.86,Clayey,Pulses
26.77,64.03,57.33,Red,Oil seeds
33.21,59.82,45.42,Loamy,Cotton
30.82,55.95,70,Loamy,Wheat
34.65,70.51,57,Black,Ground Nuts
30.43,70.25,53.78,Red,Maize
22.87,45.11,21.74,Black,Sugarcane
22.79,48.84,56.1,Black,Paddy
26.32,63.21,69.24,Red,Maize
31.25,69,50.68,Sandy,Maize
31.95,57.54,27.63,Loamy,Millets
27.03,63,44.8,Loamy,Maize
39.45,77.38,41.31,Red,Ground Nuts
27.13,53.92,67.62,Black,Ground Nuts
31.83,61.48,51.62,Clayey,Barley
21.37,57.03,60.02,Sandy,Millets
28.78,45.41,33.28,Red,Millets
33.44,67.72,40.98,Loamy,Maize
33.14,57.63,47.22,Loamy,Tobacco
29.37,74.97,35.82,Red,Pulses
28.65,63.42,42.26,Loamy,Wheat
28.31,57.46,30.33,Sandy,Millets
37.01,59.22,39.3,Sandy,Cotton
24.68,49.73,57.68,Black,Ground Nuts
23.48,47.26,34.88,Loamy,Ground Nuts
34.27,69.31,41.01,Loamy,Oil seeds
24.87,66.48,38.24,Black,Barley
31.6,46.43,60.07,Loamy,Tobacco
33.9,64.42,47.41,Sandy,Millets
29.68,61.79,25.12,Loamy,Wheat
36.07,67.14,27.42,Clayey,Oil seeds
30.88,47.99,36.9,Sandy,Ground Nuts
23.28,50.87,49.11,Clayey,Paddy
25.46,51.66,35.48,Clayey,Sugarcane
31.97,56.88,44.52,Sandy,Ground Nuts
33.65,54.44,47.34,Loamy,Pulses
29.41,52.2,37.85,Clayey,Wheat
33.14,53.67,35.54,Loamy,Wheat
34.04,51.83,35.12,Loamy,Maize
29.59,69.84,47.02,Sandy,Ground Nuts
21.86,61.37,27.44,Clayey,Millets
25.15,53.19,39.29,Sandy,Pulses
28.5,65.02,37.98,Black,Tobacco
25.95,54.58,31.28,Black,Cotton
28.8,55.76,35.61,Loamy,Ground Nuts
28.73,63.67,33.14,Loamy,Paddy
28.11,45.22,66.38,Red,Maize
24.63,51.74,20,Loamy,Paddy
24.23,60.39,25.34,Loamy,Barley
35.44,59.69,21.57,Sandy,Pulses
32.54,55.61,56.88,Clayey,Oil seeds
29.74,50.15,30.71,Black,Cotton
32.17,47.61,35.09,Clayey,Tobacco
31.94,53.5,34.06,Black,Wheat
32.9,54.1,49.07,Black,Wheat
30.2,44.61,36.62,Clayey,Pulses
28.07,71.72,34.22,Red,Tobacco
33.42,53.47,50.87,Sandy,Oil seeds
38.9,76.36,23.34,Black,Ground Nuts
28.68,59.59,30.67,Clayey,Oil seeds
30.71,61.75,42.85,Loamy,Maize
29.26,46.67,40.59,Clayey,Cotton
33.76,64.28,62.87,Sandy,Millets
27.86,67.32,40.15,Clayey,Sugarcane
28.44,56.96,55.12,Black,Paddy
29.24,46.88,44.55,Black,Barley
33.89,67.27,44.73,Clayey,Sugarcane
29.21,48.17,26.09,Red,Oil seeds
33.05,61.26,28.59,Black,Millets
27.83,50.75,31.94,Red,Paddy
25.88,42.06,48.59,Black,Maize
37.68,64.53,62.03,Clayey,Millets
35.76,52.2,41.09,Sandy,Maize
30.46,58.56,39.96,Sandy,Tobacco
34.07,61.18,26.06,Black,Tobacco
34.33,54.12,42.26,Sandy,Maize
22.92,51.28,23.58,Clayey,Millets
35.58,65.91,30.27,Red,Tobacco
